Reporting Organization,Operating Unit,Activity Name,Activity Code,Indicator Code,Indicator Origin,Disaggregate Country,Disaggregate Commodity,UDN,Disaggregate Code,Disaggregate Name,Fiscal Year,Collection Period Name,Collection Review Status,Initiative Review Status,Target,Actual,Deviation,Deviation Narrative,Is Disaggregate Blank,Collection Period Comments
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.1,3.1.1,Male,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.2,3.1.2,Female,2023,FY2023-Qtr1,DE In-Progress,Not Ready,437,204,-53.32%,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.2,3.1.2,Female,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.2,3.1.2,Female,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.3,3.1.3,Not Applicable (for household members counted from HH-level interventions),2023,FY2023-Qtr1,DE In-Progress,Not Ready,0,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.3,3.1.3,Not Applicable (for household members counted from HH-level interventions),2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.3,3.1.3,Not Applicable (for household members counted from HH-level interventions),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.4,3.1.4,Disaggregates Not Available,2023,FY2023-Qtr1,DE In-Progress,Not Ready,0,720,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.4,3.1.4,Disaggregates Not Available,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.4,3.1.4,Disaggregates Not Available,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.5,3.1.5,Neither,2023,FY2023-Qtr1,DE In-Progress,Not Ready,1,3,200.00%,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.5,3.1.5,Neither,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.1.5,3.1.5,Neither,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2,3.2,Age Category of individuals participating (no double counting),2023,FY2023-Qtr1,DE In-Progress,Not Ready,875,"1,091",24.69%,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2,3.2,Age Category of individuals participating (no double counting),2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2,3.2,Age Category of individuals participating (no double counting),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.1,3.2.1,"School-aged children (only for total reached by USG school feeding programs, regardless of actual age)",2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.1,3.2.1,"School-aged children (only for total reached by USG school feeding programs, regardless of actual age)",2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.1,3.2.1,"School-aged children (only for total reached by USG school feeding programs, regardless of actual age)",2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.2,3.2.2,15-29,2023,FY2023-Qtr1,DE In-Progress,Not Ready,44,27,-38.64%,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.2,3.2.2,15-29,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.2,3.2.2,15-29,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.3,3.2.3,30+,2023,FY2023-Qtr1,DE In-Progress,Not Ready,831,348,-58.12%,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.3,3.2.3,30+,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.3,3.2.3,30+,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.4,3.2.4,Not Applicable (for household members counted from HH-level interventions),2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.4,3.2.4,Not Applicable (for household members counted from HH-level interventions),2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.4,3.2.4,Not Applicable (for household members counted from HH-level interventions),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.5,3.2.5,Disaggregates Not Available,2023,FY2023-Qtr1,DE In-Progress,Not Ready,0,716,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.5,3.2.5,Disaggregates Not Available,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.2.5,3.2.5,Disaggregates Not Available,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3,3.3,Type of individuals participating (double-counting allowed),2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3,3.3,Type of individuals participating (double-counting allowed),2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3,3.3,Type of individuals participating (double-counting allowed),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.1,3.3.1,Parents/caregivers,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.1,3.3.1,Parents/caregivers,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.1,3.3.1,Parents/caregivers,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.2,3.3.2,Household members (household-level interventions only),2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.2,3.3.2,Household members (household-level interventions only),2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.2,3.3.2,Household members (household-level interventions only),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.3,3.3.3,School-aged children (only for USG school feeding programs),2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.3,3.3.3,School-aged children (only for USG school feeding programs),2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.3,3.3.3,School-aged children (only for USG school feeding programs),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.4,3.3.4,People in government,2023,FY2023-Qtr1,DE In-Progress,Not Ready,219,291,32.88%,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.4,3.3.4,People in government,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.4,3.3.4,People in government,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.5,3.3.5,People in USG-assisted private sector firms,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.5,3.3.5,People in USG-assisted private sector firms,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.5,3.3.5,People in USG-assisted private sector firms,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.6,3.3.6,People in civil society,2023,FY2023-Qtr1,DE In-Progress,Not Ready,612,670,9.48%,,N,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.6,3.3.6,People in civil society,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.6,3.3.6,People in civil society,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.7,3.3.7,Laborers (Non-producer diversified livelihoods participants),2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.7,3.3.7,Laborers (Non-producer diversified livelihoods participants),2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.7,3.3.7,Laborers (Non-producer diversified livelihoods participants),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.8,3.3.8,Producer: Smallholder farmer,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.8,3.3.8,Producer: Smallholder farmer,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.8,3.3.8,Producer: Smallholder farmer,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.9,3.3.9,Producer: Non-smallholder farmer,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.9,3.3.9,Producer: Non-smallholder farmer,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.9,3.3.9,Producer: Non-smallholder farmer,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.10,3.3.10,Producer: Aquaculture,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.10,3.3.10,Producer: Aquaculture,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.10,3.3.10,Producer: Aquaculture,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),Board for International Food and Agricultural Development (BIFAD) Support Contract,00002106,EG.3-2,FTF,_Multi-region/Global,-,3.3.11,3.3.11,Producer: size Disaggregate Not Available,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
